Original Word,Chosen,Option 1 Title,Option 1 Path,Option 1 URL,Option 2 Title,Option 2 Path,Option 2 URL,Option 3 Title,Option 3 Path,Option 3 URL
下雨,1,天気のイラスト（虹・雨上がり）（2カット）,images\下雨-1.png,https://illustkun.com/rainbow/,天気のイラスト（傘・雨）（2カット）,images\下雨-2.png,https://illustkun.com/rain/,雨のイラスト,images\下雨-3.png,https://illustkun.com/umbrella-4/
爱,1,愛知県の地図のイラスト（3パターン）,images\爱-1.png,https://illustkun.com/07213-20230130-a/,愛媛県の地図のイラスト（3パターン）,images\爱-2.png,https://illustkun.com/07119-20221226-a/,浴衣を着たハムスターのキャラクターイラスト（2パターン）,images\爱-3.png,https://illustkun.com/08077-20240302-a/
喜欢,1,好きとハートの文字イラスト（6カット）,images\喜欢-1.png,https://illustkun.com/moji-love-3/,パワーストーンブレスレットのイラスト（4カラー）,images\喜欢-2.png,https://illustkun.com/07871-20231113-a/,えんぴつで書くイラスト（2カット）,images\喜欢-3.png,https://illustkun.com/07280-20230311-a/
想,1,重ねた仮想通貨のイラスト,images\想-1.png,https://illustkun.com/cryptocurrency-2/,仮想通貨のイラスト,images\想-2.png,https://illustkun.com/cryptocurrency/,重ねたビットコインのイラスト,images\想-3.png,https://illustkun.com/bitcoin-2/
认识,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
会,1,生徒会長のイラスト（女子）（2キャラ）,images\会-1.png,https://illustkun.com/08562-20241128-a/,生徒会長のイラスト（男子）（2キャラ）,images\会-2.png,https://illustkun.com/08560-20241127-a/,全員怒っている会議のイラスト,images\会-3.png,https://illustkun.com/08285-20240625-a/
能,1,イラスト作成依頼！,images\能-1.png,https://illustkun.com/request/,狐面の子供のイラスト,images\能-2.png,https://illustkun.com/fox-mask-3/,狐面を付けた子供のイラスト,images\能-3.png,https://illustkun.com/fox-mask-2/
请,1,文字のイラスト（本年もよろしくお願い申し上げます2）（2カット×3カラー）,images\请-1.png,https://illustkun.com/07086-20221214-f/,文字のイラスト（本年もよろしくお願い申し上げます）（2カット×3カラー）,images\请-2.png,https://illustkun.com/07077-20221213-c-thumb/,応援サポート制度,images\请-3.png,https://illustkun.com/support/
谢谢,1,文字のイラスト（ありがとう）,images\谢谢-1.png,https://illustkun.com/moji-thankyou/,プロフィール,images\谢谢-2.png,https://illustkun.com/profile/,ご利用について,images\谢谢-3.png,https://illustkun.com/about-use/
再见,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
对不起,1,謝るイラスト（両手）,images\对不起-1.png,https://illustkun.com/sorry-2/,N/A,N/A,N/A,N/A,N/A,N/A
没关系,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
家,1,小説家のイラスト（悩む・困る）,images\家-1.png,https://illustkun.com/07231-20230210-a/,小説家のイラスト,images\家-2.png,https://illustkun.com/07230-20230209-a/,家族のイラスト（3世代）（2カット）,images\家-3.png,https://illustkun.com/07001-20221105-b/
爸爸,1,ゴミ出しのイラスト（男性・お父さん）（2カット）,images\爸爸-1.png,https://illustkun.com/out-trash-2/,背景のイラスト（ゴミ問題）,images\爸爸-2.png,https://illustkun.com/garbage-2/,ゴミのイラスト（燃えないゴミセット・カン・ビン・ペットボトル）,images\爸爸-3.png,https://illustkun.com/garbage/
妈妈,1,ゴミ出しのイラスト（女性・お母さん）（2カット）,images\妈妈-1.png,https://illustkun.com/out-trash-3/,目がハートのイラスト（ママ・お母さん）,images\妈妈-2.png,https://illustkun.com/heart-mom/,ゴミ出しのイラスト（OL）（2カット）,images\妈妈-3.png,https://illustkun.com/out-trash-4/
儿子,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
女儿,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
老师,1,会話のイラスト（黒人女性の先生と生徒）,images\老师-1.png,https://illustkun.com/06239-20211018-a/,会話のイラスト（白人女性の先生と生徒）,images\老师-2.png,https://illustkun.com/06238-20211017-a/,会話のイラスト（黒人男性の先生と生徒）,images\老师-3.png,https://illustkun.com/06237-20211016-a/
学生,1,会話のイラスト（男子小学生2人）,images\学生-1.png,https://illustkun.com/08081-20240305-a/,会話のイラスト（女子小学生2人）,images\学生-2.png,https://illustkun.com/08080-20240304-a/,会話のイラスト（怒る・女子学生2）（4パターン）,images\学生-3.png,https://illustkun.com/07647-202307231-c/
同学,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
朋友,1,「まちがいさがし」を作ろう！,images\朋友-1.png,https://illustkun.com/spot-the-difference/,N/A,N/A,N/A,N/A,N/A,N/A
医生,1,マスクをした医者のイラスト,images\医生-1.png,https://illustkun.com/mask-doctor/,いいねのイラスト（医者・ドクター・女医）（2カット）,images\医生-2.png,https://illustkun.com/good-6/,診察のイラスト（医者・ドクター・女医・赤ちゃん）,images\医生-3.png,https://illustkun.com/see-a-doctor-2/
先生,1,会話のイラスト（白人男性の先生と生徒）,images\先生-1.png,https://illustkun.com/06236-20211015-a/,会話のイラスト（女の先生と生徒）（2カット）,images\先生-2.png,https://illustkun.com/06235-20211014-b/,会話のイラスト（男の先生と生徒）（2カット）,images\先生-3.png,https://illustkun.com/06232-20211013-a/
小姐,1,国旗ポールのイラスト（ザンビア）（2パターン）,images\小姐-1.png,https://illustkun.com/08960-20251210-a/,国旗ポールのイラスト（サントメ・プリンシペ）（2パターン）,images\小姐-2.png,https://illustkun.com/08959-20251208-b/,国旗ポールのイラスト（サンマリノ）（2パターン）,images\小姐-3.png,https://illustkun.com/08702-20250317-b/
人,1,暑いイラスト（老人・おばあさん）（2キャラ）,images\人-1.png,https://illustkun.com/08357-20240802-b/,暑いイラスト（老人・おじいさん）（2キャラ）,images\人-2.png,https://illustkun.com/08354-20240801-a/,温泉のイラスト（老人・女性）（2カット）,images\人-3.png,https://illustkun.com/07838-20231025-a/
学校,1,学校給食のイラスト（ご飯）（2カット）,images\学校-1.png,https://illustkun.com/school-lunch-3/,ランドセルのイラスト（小学校）（4カラー）,images\学校-2.png,https://illustkun.com/school-bag/,かわいい学校のイラスト（小中高）（6カット）,images\学校-3.png,https://illustkun.com/school-4/
饭馆,1,シェフのイラスト（コック・女性）（2カット）,images\饭馆-1.png,https://illustkun.com/chef-woman/,シェフのイラスト（コック・男性）（2カット）,images\饭馆-2.png,https://illustkun.com/chef-man/,N/A,N/A,N/A
商店,1,文字のイラスト（商店街）,images\商店-1.png,https://illustkun.com/moji-shopping-street/,N/A,N/A,N/A,N/A,N/A,N/A
医院,1,病院のイラスト,images\医院-1.png,https://illustkun.com/06763-20220705-a/,病院のベッドのイラスト,images\医院-2.png,https://illustkun.com/06762-20220704-a/,マスクをした女医のイラスト,images\医院-3.png,https://illustkun.com/mask-doctor-2/
火车站,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
中国,1,国旗ポールのイラスト（中国）（2パターン）,images\中国-1.png,https://illustkun.com/08141-20240406-b/,文字のイラスト（中国）（2カラー）,images\中国-2.png,https://illustkun.com/07185-20230119-b/,国旗のイラスト（中国）,images\中国-3.png,https://illustkun.com/chinese-flag/
北京,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
上,1,卓上カレンダーのイラスト（2パターン）,images\上-1.png,https://illustkun.com/08450-20240918-a/,シューズ入れのイラスト（上履き・上靴）（2カラー）,images\上-2.png,https://illustkun.com/07225-20230206-b/,文字のイラスト2（新春のおよろこびを申し上げます）（2カット×3カラー）,images\上-3.png,https://illustkun.com/shinsyun/
下,1,机の下に隠れるイラスト（女の子）（2カット）,images\下-1.png,https://illustkun.com/07878-20231116-b/,机の下に隠れるイラスト（男の子）（2カット）,images\下-2.png,https://illustkun.com/07875-20231115-a/,下駄のイラスト（2カラー）,images\下-3.png,https://illustkun.com/07331-20230402-a/
前面,1,PMSのイメージイラスト（月経前症候群）（2カット）,images\前面-1.png,https://illustkun.com/08086-20240309-a/,07032,images\前面-2.png,https://illustkun.com/07032-20221124-b/,餃子のイラスト（焼く前）,images\前面-3.png,https://illustkun.com/gyoza/
后面,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
里面,1,国旗ポールのイラスト（中央アフリカ）（2パターン）,images\里面-1.png,https://illustkun.com/08982-20260202-a/,冷やし中華のイラスト,images\里面-2.png,https://illustkun.com/08382-20240818-a/,文字のイラスト2（暑中お見舞い申し上げます）（縦横・3カラー）,images\里面-3.png,https://illustkun.com/moji-syochu-2/
年,1,馬のダルマのイラスト（午年・干支）（2カット）,images\年-1.png,https://illustkun.com/08817-20250610-b/,かわいい馬のイラスト（午年・着物・干支）（2キャラ）,images\年-2.png,https://illustkun.com/08815-20250609-b/,破魔矢と午年の絵馬のイラスト（干支）（2カット）,images\年-3.png,https://illustkun.com/08812-20250608-a/
月,1,胎児のイラスト（9ヶ月、32〜36週間）（2カラー）,images\月-1.png,https://illustkun.com/08260-20240610-a/,胎児のイラスト（8ヶ月、28〜32週間）（2カラー）,images\月-2.png,https://illustkun.com/08258-20240609-a/,胎児のイラスト（7ヶ月、24〜28週間）（2カラー）,images\月-3.png,https://illustkun.com/08256-20240608-a/
日,1,日焼けのイラスト（女の子）（2キャラ）,images\日-1.png,https://illustkun.com/08380-20240817-a/,日焼けのイラスト（男の子）（2キャラ）,images\日-2.png,https://illustkun.com/08378-20240816-a/,国旗ポールのイラスト（日本）（2パターン）,images\日-3.png,https://illustkun.com/08105-20240322-b/
星期,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
点,1,目が点のイラスト（女の子）（2キャラ）,images\点-1.png,https://illustkun.com/08773-20250510-b/,目が点のイラスト（男の子）（2キャラ）,images\点-2.png,https://illustkun.com/08771-20250509-b/,目薬をさす女性のイラスト（点眼薬）,images\点-3.png,https://illustkun.com/eyedrops-woman/
分钟,1,節分のイラスト（鬼のお面）（2カット×5カラー）,images\分钟-1.png,https://illustkun.com/08632-20250119-c/,節分のイラスト（今年の恵方は西南西2025）（2カット×2カラー）,images\分钟-2.png,https://illustkun.com/08628-20250118-c/,大分県の地図のイラスト（3パターン）,images\分钟-3.png,https://illustkun.com/07304-20230324-a/
现在,1,節分のイラスト（今年の恵方は南南東2021）（2カラー）,images\现在-1.png,https://illustkun.com/setsubun2021/,文字のイラスト（今年の恵方は南南東2023）（2カラー）,images\现在-2.png,https://illustkun.com/moji-2021eho/,文字のイラスト（今年の恵方は西南西2020）（2カット・2カラー）,images\现在-3.png,https://illustkun.com/moji-2020eho/
时候,1,砂時計のイラスト,images\时候-1.png,https://illustkun.com/hourglass/,時計のイラスト（6時〜11時半）（12カット）,images\时候-2.png,https://illustkun.com/clock-2/,時計のイラスト（0時〜5時半）（12カット）,images\时候-3.png,https://illustkun.com/clock/
今天,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
明天,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
昨天,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
上午,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
中午,1,お昼寝布団バックのイラスト（2カラー）,images\中午-1.png,https://illustkun.com/07226-20230207-a/,N/A,N/A,N/A,N/A,N/A,N/A
下午,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
桌子,1,掃除のイラスト（机拭き）,images\桌子-1.png,https://illustkun.com/wiping-2/,やる気がないイラスト,images\桌子-2.png,https://illustkun.com/unmotivated/,N/A,N/A,N/A
椅子,1,椅子に座って体操するイラスト（老人・女性）（2カット）,images\椅子-1.png,https://illustkun.com/07040-20221128-b/,椅子に座って体操するイラスト（老人・男性）（2カット）,images\椅子-2.png,https://illustkun.com/07037-20221127-a/,椅子に座って体操するイラスト（女性）（2カット）,images\椅子-3.png,https://illustkun.com/07023-20221120-b/
杯子,1,プラコップのイラスト,images\杯子-1.png,https://illustkun.com/07784-20230928-a/,紙コップのイラスト（2カラー）,images\杯子-2.png,https://illustkun.com/07782-20230927-a/,スコップのイラスト（2カット）,images\杯子-3.png,https://illustkun.com/06952-20221011-b/
茶,1,ロールケーキのイラスト（抹茶）（2カット×2カラー）,images\茶-1.png,https://illustkun.com/08048-20240212-d/,抹茶ラテのイラスト,images\茶-2.png,https://illustkun.com/07233-20230212-a/,お茶を飲むイラスト（老人・男の子）,images\茶-3.png,https://illustkun.com/07111-20221222-a/
水,1,元素記号のイラスト（水銀）（3パターン）,images\水-1.png,https://illustkun.com/08017-20240130-b/,元素記号のイラスト（水素）（3パターン）,images\水-2.png,https://illustkun.com/075012-20230628-b/,香水のイラスト（2カット）,images\水-3.png,https://illustkun.com/06938-20220930-a/
菜,1,小松菜のイラスト,images\菜-1.png,https://illustkun.com/07377-20230502-a/,野菜を抱えた栄養士のイラスト（女性）,images\菜-2.png,https://illustkun.com/dietician-2/,白菜漬けのイラスト（2カラー）,images\菜-3.png,https://illustkun.com/tsukemono/
米饭,1,卵かけご飯のイラスト（2カット）,images\米饭-1.png,https://illustkun.com/06337-20211130-a/,飯盒とご飯のイラスト（キャンプ飯）,images\米饭-2.png,https://illustkun.com/hangou-2/,ごはんのかわいいイラスト（白ご飯）,images\米饭-3.png,https://illustkun.com/rice-3/
苹果,1,祭りのイラスト（りんご飴と女の子）,images\苹果-1.png,https://illustkun.com/festibal-2/,りんご飴のイラスト（祭り）,images\苹果-2.png,https://illustkun.com/candy-apple/,切ったりんごのイラスト（うさぎ）,images\苹果-3.png,https://illustkun.com/apple/
衣服,1,体操服のイラスト（体操着）（2カラー）,images\衣服-1.png,https://illustkun.com/08990-20260222-b/,クリスマスのイラスト（サンタ服）（2カラー）,images\衣服-2.png,https://illustkun.com/07945-20231214-a/,肩を落として落ち込む学生のイラスト（女子・制服）（2カット）,images\衣服-3.png,https://illustkun.com/unhappy-2/
钱,1,お金とがま口財布のイラスト,images\钱-1.png,https://illustkun.com/07911-20231202-a/,新500円玉のイラスト（硬貨・お金）（4カット）,images\钱-2.png,https://illustkun.com/coin-7/,札束のイラスト（新一万円・お金・紙幣）（2カット）,images\钱-3.png,https://illustkun.com/bill-8/
书,1,法律の本のイメージイラスト（六法全書）（2カット）,images\书-1.png,https://illustkun.com/07882-20231120-b/,法律の本のイメージイラスト（2カット）,images\书-2.png,https://illustkun.com/07879-20231119-a/,熊本県の地図のイラスト（3パターン）,images\书-3.png,https://illustkun.com/07301-20230323-a/
汉语,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
字,1,文字のイラスト2（2026）（3カラー）,images\字-1.png,https://illustkun.com/08803-20250601-c/,文字のイラスト（2026）（3カラー）,images\字-2.png,https://illustkun.com/08800-20250531-c/,文字のイラスト2（Thank you）（3カラー）,images\字-3.png,https://illustkun.com/08710-20250321-c-thumb/
名字,1,なまえペンのイラスト（2カット×2カラー）,images\名字-1.png,https://illustkun.com/08429-20240914-b/,N/A,N/A,N/A,N/A,N/A,N/A
电脑,1,パソコンが得意な子供のイラスト（女子）（2カット）,images\电脑-1.png,https://illustkun.com/08015-20240129-b/,パソコンが得意な子供のイラスト（男子）（2カット）,images\电脑-2.png,https://illustkun.com/08013-20240128-b/,パソコンを使う子供のイラスト（女子）（2カット）,images\电脑-3.png,https://illustkun.com/08010-20240126-a/
电视,1,元素記号のイラスト（メンデレビウム）（3パターン）,images\电视-1.png,https://illustkun.com/08330-202407120-a/,テレビを見る子供のイラスト（女の子）（2カット）,images\电视-2.png,https://illustkun.com/07585-20230714-b/,テレビを見る子供のイラスト（男の子）（2カット）,images\电视-3.png,https://illustkun.com/07582-20230714-a/
电影,1,ポップコーンのイラスト（2カット）,images\电影-1.png,https://illustkun.com/06267-20211103-b/,N/A,N/A,N/A,N/A,N/A,N/A
飞机,1,飛行機のイラスト,images\飞机-1.png,https://illustkun.com/06363-20211219-a/,N/A,N/A,N/A,N/A,N/A,N/A
出租车,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
猫,1,目がハートのイラスト（猫）,images\猫-1.png,https://illustkun.com/heart-cat/,ハロウィンのイラスト（黒猫）,images\猫-2.png,https://illustkun.com/black-cat/,喜ぶイラスト（猫）,images\猫-3.png,https://illustkun.com/happy-cat/
狗,1,目がハートのイラスト（犬）,images\狗-1.png,https://illustkun.com/heart-dog/,喜ぶイラスト（柴犬）,images\狗-2.png,https://illustkun.com/happy-shibainu/,犬を抱っこする子供のイラスト,images\狗-3.png,https://illustkun.com/dog-kids-2/
东西,1,かわいい蛇のイラスト（巳・着物・2025年干支）（2カラー）,images\东西-1.png,https://illustkun.com/08165-20240418-b/,かわいい龍のキャラクターイラスト（辰・着物・2024年干支）（2カラー）,images\东西-2.png,https://illustkun.com/07404-202305016-b/,かわいいウサギのキャラクターイラスト（卯・着物・2023年干支）（2カット）,images\东西-3.png,https://illustkun.com/06646-20220505-b/
天气,1,天気のイラスト（月・夜空）（2カット）,images\天气-1.png,https://illustkun.com/moon/,天気のイラスト（台風）（2カット）,images\天气-2.png,https://illustkun.com/typhoon/,天気のイラスト（風）（2カット）,images\天气-3.png,https://illustkun.com/wind/
个,1,マイナンバーカードのイラスト（個人番号カード・女性）（3カット）,images\个-1.png,https://illustkun.com/06564-20220328-c/,マイナンバーカードのイラスト（個人番号カード・男性）（3カット）,images\个-2.png,https://illustkun.com/06560-20220327-b/,ビリヤードのイラスト（ボール）（16カット）,images\个-3.png,https://illustkun.com/billiards/
岁,1,文字のイラスト（御歳暮）,images\岁-1.png,https://illustkun.com/moji-oseibo-2/,文字のイラスト（お歳暮）,images\岁-2.png,https://illustkun.com/moji-oseibo/,水引のイラスト（結び切り）,images\岁-3.png,https://illustkun.com/mizuhiki-3/
本,1,文字のイラスト（日本）（2カラー）,images\本-1.png,https://illustkun.com/07177-20230117-b/,昔のマンガ本のイラスト（2カット）,images\本-2.png,https://illustkun.com/manga/,千本鳥居のイラスト（2カット）,images\本-3.png,https://illustkun.com/senbon-torii/
些,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
块,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
一,1,一人掛けソファーのイラスト（3カラー）,images\一-1.png,https://illustkun.com/06449-20220126-c/,一味唐辛子のイラスト（2カット）,images\一-2.png,https://illustkun.com/ichimi/,道路標識のイラスト（一時停止）,images\一-3.png,https://illustkun.com/road-sign-13/
